cu_id;kategorie;curve_skewness;area_total;slope_rising;global_max_x;global_min_x;Top1_Minima_Druck;cluster;PCA1;PCA2
1;1;0.9084563330045893;376.3958416951905;108.47924735839032;1.199812531471252;4.999937534332275;-6.420981407165527;1;1.495127205233718;-0.8019207956475335
2;1;0.9492961599580659;384.10033241831576;155.62401277214585;1.198062539100647;4.999937534332275;-5.454953670501709;1;1.2414185407986875;-0.5603245892472093
3;1;0.9410363156949646;374.64862318321985;100.2891818194636;1.206500053405762;4.994937896728516;-7.224777698516846;1;1.679141366981739;-0.8136846727078361
4;1;0.9418811247416682;380.96015354867257;37.9756915923048;1.198062539100647;4.999937534332275;-5.621389389038086;1;1.2410126239482087;-0.5832848690629207
5;1;0.9497300072155911;379.7740544091438;60.12478582743077;1.206500053405762;4.999937534332275;-6.144172668457031;1;1.703176579498669;-0.6354881376085112
6;1;0.9376824409329714;378.58517248327877;101.32722982805367;1.198062539100647;4.999937534332275;-6.287482261657715;1;1.1348336777119903;-0.6794013453030293
7;1;0.9155225831053627;379.8373752051307;77.20075163537004;1.206500053405762;4.999937534332275;-5.987197399139404;1;1.6917525408298928;-0.6130736554572539
8;1;0.9371615318680837;377.2264115491744;52.90693955868357;1.206500053405762;4.999937534332275;-6.384891033172607;1;1.7881628864308277;-0.7292707665452197
9;1;0.9276294093109569;380.1624652551713;95.3268059735207;1.198062539100647;4.999937534332275;-6.035901546478271;1;1.1632149765104507;-0.6427127757959682
10;1;0.9548962716751944;378.1407820563495;89.34829183147878;1.198062539100647;4.994937896728516;-6.460575103759766;1;1.2513496993854185;-0.7118898097652646
11;1;0.9687547714523044;379.5398968748785;26.195706705816843;1.198062539100647;4.994937896728516;-6.206191539764404;1;1.1729593110157308;-0.6306662675275877
12;1;0.9403975460115459;380.30865369627594;140.6970994221413;1.198062539100647;4.994937896728516;-5.916769027709961;1;1.4027727175157523;-0.6956994145679507
13;1;0.8970233848169046;379.54607935052104;117.2852279006717;1.206500053405762;4.994937896728516;-5.556567192077637;1;1.9093174779173483;-0.6704253622488846
14;1;0.9272457065923796;380.5196878722968;104.91880359993507;1.198062539100647;4.986500263214111;-5.870867729187012;1;1.2630288035971402;-0.6172502821972932
15;1;0.9326923515969736;381.1328725861274;25.943966430722;1.198062539100647;4.994937896728516;-5.636806488037109;1;1.2232744110788711;-0.5755619983310338
16;1;0.9389935833639744;379.6479206568422;108.68037129656815;1.189625024795532;4.999937534332275;-5.922024726867676;1;0.8374350354369204;-0.7176045566533142
17;2;1.2471165966056044;396.5915524313885;166.6810671625741;1.139000058174133;4.986500263214111;-6.225462913513184;2;-5.762410026002289;0.7368186293631308
18;3;1.3068959073433817;398.40947832697043;761.1604571977297;1.130562543869019;4.999937534332275;-6.322171211242676;2;-7.016526544609562;0.794023327447582
19;3;1.2851934050614542;394.15089021390474;218.35084157808438;1.138750076293945;4.994937896728516;-7.220572948455811;2;-6.225156548797217;0.7283345933799025
20;3;1.335181787169254;398.6783746354913;888.6971365901145;1.138125061988831;4.999937534332275;-6.331281185150146;2;-7.058245742911696;0.9282776654938779
21;3;1.3615897021189542;398.3820751465883;1067.511210952373;1.130562543869019;4.994937896728516;-6.525047302246094;2;-7.654382473389641;0.8981832186742172
22;3;1.291230187045159;393.23816039103605;368.64659180314754;1.147437572479248;4.978062629699707;-7.374744892120361;2;-5.9348973431567345;0.7635120856463957
23;3;1.3343204882671742;397.0570484520444;300.53447686197575;1.139000058174133;4.994937896728516;-6.563590049743652;2;-6.428997223964987;0.8976285589048304
24;3;1.3354553227780794;400.0889389877515;495.6032684201851;1.129999995231628;4.999937534332275;-6.275568962097168;2;-7.513884453671139;1.0852592933902274
25;3;1.3345080465753094;398.1073236668521;567.0201613473303;1.139000058174133;4.999937534332275;-6.702695369720459;2;-6.887092210390414;0.9927597941787801
26;3;1.3056404331935427;397.0248190908719;1145.734741179569;1.14537501335144;4.986500263214111;-6.603885173797607;2;-7.058712185311562;0.90974235529922
27;3;1.3364813191078837;397.2673820370627;371.2160951694614;1.147437572479248;4.999937534332275;-6.782584667205811;2;-6.085746442559973;0.9436669738914618
28;3;1.3458763161181377;398.75156492932854;457.64981234235313;1.137500047683716;4.999937534332275;-6.477744579315186;2;-7.024531341385141;1.0488384266236839
29;3;1.3115245800203705;398.222533902198;279.3571752555677;1.139000058174133;4.978062629699707;-6.561137676239014;2;-6.7386111098088515;1.0492725264236884
30;3;1.3392227053219563;399.190108854816;1293.961203181694;1.130562543869019;4.999937534332275;-6.2822265625;2;-7.498879969922552;0.8154097108901055
31;4;0.9204767060285678;378.38324112036616;77.78126280393023;1.206500053405762;4.994937896728516;-6.024338722229004;1;1.894316509127743;-0.7113324820643049
32;4;0.7389080549231178;440.1078738940747;123.36796276524541;1.198062539100647;4.994937896728516;-5.780116558074951;1;1.0547064083588213;0.18959715075170094
33;4;0.7284386538594589;438.10255879697667;182.182850845585;1.206500053405762;4.999937534332275;-5.971079349517822;1;1.6860448941754222;0.08387622174901045
34;4;0.7464537171707828;438.76552785930176;131.1867105234781;1.206187605857849;4.994937896728516;-6.086007595062256;1;1.5817629405269673;0.13036190771045836
35;4;0.7525665579080368;436.2971666712735;225.55661990137725;1.198062539100647;4.999937534332275;-6.630164623260498;1;0.8879063973750383;0.05526340560916303
36;4;0.7392570369683016;439.38810654752035;89.21008403360915;1.198062539100647;4.994937896728516;-5.860355854034424;1;1.1571571303219128;0.14482355580774148
37;4;0.7310044758524551;438.36610162689107;194.90951600870528;1.198062539100647;4.999937534332275;-6.117542743682861;1;1.0026691503265792;0.11021335804472836
38;4;0.7713748658601512;437.4279970996253;189.3659983893478;1.198062539100647;4.999937534332275;-6.884898662567139;1;0.9680407593509565;0.026538306754992413
39;4;0.7574162531465157;438.02697049882977;206.08146484125768;1.206500053405762;4.994937896728516;-6.406615257263184;1;1.4345376044548477;0.13934445861366754
40;4;0.7693219052177047;438.5982551744842;159.09822785341254;1.201000094413757;4.999937534332275;-6.549924850463867;1;1.0929258898264236;0.13514733275931817
41;4;0.7579242835830345;437.2281485679004;108.26051358391555;1.191437602043152;4.999937534332275;-6.973196983337402;1;0.5441849903745165;0.052357941406039256
42;4;0.7682572073399705;440.1195424424274;136.35536816744147;1.189625024795532;4.994937896728516;-6.127003192901611;1;0.3888917047760048;0.1876022878426709
43;4;0.7592530468443054;433.8043611396944;190.4294630742318;1.206500053405762;4.994937896728516;-7.370189666748047;1;1.4764702590190188;-0.044393522193152145
44;4;0.7529901723180353;438.3381595550007;134.9643255767851;1.189625024795532;4.999937534332275;-6.397154808044434;1;0.49966094012402834;0.0933015879097496
45;4;0.7435213082309886;437.28466867279326;153.98556068890085;1.206500053405762;4.999937534332275;-6.395402431488037;1;1.4781936440758894;0.11068569144650488
46;4;0.738455508487839;435.41391849382074;141.0696392997886;1.198062539100647;4.994937896728516;-6.557983875274658;1;1.135154819142821;0.011855007480425894
47;4;0.7602654139175387;433.7803957342984;148.6488365192993;1.198062539100647;4.999937534332275;-7.317280769348145;1;0.910861466494754;-0.013232256543745668
48;4;0.9087215163862769;372.07264649171816;148.58554090902277;1.206500053405762;4.994937896728516;-7.832005023956299;1;1.8822107868903233;-0.9918662145842736
49;4;0.921776887099919;383.20569351659265;169.3700108789252;1.198062539100647;4.999937534332275;-7.065700054168701;1;1.2449431721134858;-0.7601206645834839
50;4;0.9449349147397514;426.7829441539649;33.763686969297915;1.189625024795532;0.05056250095367432;-0.02389666065573692;0;1.187998417658684;3.1206625514372903
51;4;0.9167955283891254;446.7004752369903;124.0847143926771;1.198062539100647;0.05900000408291817;-0.04912479594349861;0;1.6993362470460818;3.281385305588945
52;4;0.9048060865276641;477.3058058442412;104.15202249254449;1.206500053405762;0.03368750214576721;-0.0445697158575058;0;2.1294460255423844;3.6530082629083296
53;4;0.8994046628573663;488.03611986006536;131.41434606309434;1.206500053405762;0.0;-0.003573994152247906;0;2.116568174473535;3.785799456479675
54;4;0.902971298280442;499.87249897987414;57.81421778347749;1.206500053405762;0.01681250147521496;-0.04421932622790337;0;1.9919245830204677;3.947276068848439
55;4;0.9132693473824935;507.6779301160148;88.1201486316506;1.198062539100647;0.0;-0.04632167145609856;0;1.2979672620716636;4.085185017509596
56;4;0.9255414958295496;503.10057147822255;75.81148053469249;1.198062539100647;0.0;-0.05332948639988899;0;1.4257752536041055;4.017278146403568
57;4;0.9364961559214658;505.46597751344655;42.856553497505196;1.189625024795532;0.0;-0.0214439257979393;0;0.9967212437091667;4.014282216482039
58;4;0.8944576987611682;500.83690696735323;144.12784427741715;1.189625024795532;0.04212500154972076;0.0009810859337449074;0;1.0045223306290278;3.9005965448852216
59;4;0.9452439197889816;495.5598665760585;61.835259543927705;1.172749996185303;0.0;-0.01723923534154892;0;0.026991777857070583;3.8825972081809854
60;4;0.9325834540538772;487.85287099223353;58.262705039628564;1.189625024795532;0.03368750214576721;-0.0137353278696537;0;1.0608688228291376;3.8008274751679867
61;4;0.9674967199919047;483.34518770888224;29.519553652529154;1.172749996185303;0.01681250147521496;-0.0368611179292202;0;-0.040244008517514473;3.7808557871013706
62;5;0.9419363279835472;477.85824790850086;2.7862369206564725;1.198062539100647;0.0;-0.02529822289943695;0;1.6776640358997759;3.7327315617944232
63;5;0.9095736978839936;477.21984500594994;102.69803190211516;1.198062539100647;0.02525000087916851;-0.02705017849802971;0;1.6069849509067349;3.6491278205270086
64;5;0.9337983591787468;475.4872738775119;37.20877661453495;1.206500053405762;0.0;-0.01899118907749653;0;1.9911176566856905;3.752407904321368
65;5;0.9091194450402027;472.4013879439174;188.16157334802537;1.206500053405762;0.02525000087916851;-0.02074314281344414;0;2.1173533040791104;3.5785465972132915
66;5;0.9152012171268522;467.65497352357033;56.186609022448685;1.198062539100647;0.0;-0.01058181002736092;0;1.4082257408163348;3.6636132533854884
67;5;0.9432092729553746;470.1182016833529;51.245934528604465;1.189625024795532;0.008375000208616257;-0.01303454581648111;0;1.0096923720845876;3.642693220834476
68;5;0.9255081347611858;463.83664780214957;60.164404908771246;1.198062539100647;0.0;-0.02669978700578213;0;1.5319630627490215;3.5832927041597493
69;5;0.9461904205537339;463.40315245337047;16.319416776162743;1.189625024795532;0.0;-0.01198337320238352;0;0.9657930866828021;3.6076397464505914
70;5;0.924853041321755;463.3474281869043;89.0768165698842;1.198062539100647;0.0;-0.01618806272745132;0;1.4906949360369643;3.5812654744889176
71;5;0.915292685971005;459.2314166208953;66.34103335735001;1.198062539100647;0.008375000208616257;-0.003924385644495487;0;1.500169865338563;3.5516860979440055
72;5;0.927356208272198;460.71089430394693;36.78269937976089;1.198062539100647;0.0;-0.02284548804163933;0;1.5528839763605118;3.5603643933032427
73;5;0.9048117642576887;459.6051955914231;159.83950041678608;1.198062539100647;0.01681250147521496;0.0002803048118948936;0;1.5910766786887949;3.474052918332095
74;5;0.9358823130545078;370.0282111777816;19.4774337379242;1.189625024795532;4.999937534332275;-7.426602840423584;1;0.7651106446823235;-0.9431358730290508
75;5;0.9337068324131144;366.8176073745741;203.05194373998822;1.181187510490417;4.999937534332275;-7.910842895507812;1;0.2403439847016668;-1.1128807134721186
76;5;0.9388195766796217;366.86728932728835;127.60629596536253;1.189625024795532;4.999937534332275;-8.262635231018066;1;0.7741236348156505;-1.1191264808196149
77;5;0.9648000601362545;367.0688927311593;46.95133872160253;1.181187510490417;4.994937896728516;-8.226195335388184;1;0.15058851729686618;-1.045284015456827
78;5;0.9025657237084451;358.71581584407113;227.52963449611696;1.189625024795532;4.994937896728516;-9.701690673828125;1;0.7829255129494527;-1.3982698711799115
79;5;0.9381158120626728;360.60131900968804;105.75143581737949;1.181187510490417;4.994937896728516;-9.159636497497559;1;0.1829131198301671;-1.2726816111893786
80;5;0.8957681464399369;353.5805118651269;96.59452662512975;1.198062539100647;4.999937534332275;-10.57521533966064;1;1.2780392630430772;-1.5042199305744723
81;5;0.9157095004731008;351.61657510600173;199.64339705280003;1.189625024795532;4.999937534332275;-11.21853256225586;1;0.7415648793357498;-1.6461622402324074
82;5;0.9435960716178659;356.45071158669094;131.08340044363112;1.189625024795532;4.999937534332275;-10.22622585296631;1;0.8999585083742363;-1.4842776261866977
83;5;0.9437330079739286;358.0127329265963;155.43884089096008;1.181187510490417;4.978062629699707;-9.888799667358398;1;0.38549754816578136;-1.4468377372663181
84;5;0.9299119082638344;356.51612939470994;98.60802362299805;1.181187510490417;4.999937534332275;-10.49777889251709;1;0.22218931483000587;-1.4752876172412568
85;5;0.9365054757495663;360.3708642263042;149.31359099162927;1.181187510490417;4.994937896728516;-9.249336242675781;1;0.21753567101392934;-1.3012697642942381
86;5;0.9663064398980322;355.7246081236085;56.394978701162216;1.181187510490417;4.999937534332275;-10.59588813781738;1;0.2800265340857348;-1.476584814478754
87;5;0.9376091123168555;356.8891322176985;82.4386875588435;1.196000099182129;4.999937534332275;-10.38845634460449;1;1.1953031609220377;-1.449523891947004
88;5;0.8642553744741216;381.1349433972496;87.81341944743451;1.189625024795532;4.994937896728516;-9.99812126159668;1;0.5776047823111897;-1.036790107033453
89;5;0.853144483983452;377.2727481448772;130.43959366478416;1.189625024795532;4.994937896728516;-10.79315757751465;1;0.7183108594888589;-1.2245806124638763
90;5;0.8693259922910082;380.8858576414011;112.7986028127537;1.191562533378601;4.999937534332275;-10.35972499847412;1;0.7473248360856946;-1.0756620115984858
91;5;0.8326449726705186;392.0058403255266;132.81248898610173;1.189625024795532;4.994937896728516;-10.33554744720459;1;0.5618600050295135;-0.9388125479160256
92;6;0.8372527991480161;389.82657119603243;134.2174373754892;1.198062539100647;4.999937534332275;-10.92875957489014;1;0.9309888521468608;-0.9699719105786592
93;6;0.8288839045393196;389.8952606341892;238.66061967533372;1.189625024795532;4.999937534332275;-10.91229057312012;1;0.6170720878947173;-1.0670182120749108
94;6;0.804209752739572;393.0027001340633;158.88584595709025;1.183562517166138;4.999937534332275;-9.82397747039795;1;0.30811988618511393;-0.9266594078757192
95;6;0.7640204732493598;418.5634895040122;185.30150380469303;1.181187510490417;4.986500263214111;-10.08606910705566;1;-0.13699483708999435;-0.5309494876843878
96;6;0.7707268199961372;414.517060172804;121.17673321182518;1.189625024795532;4.986500263214111;-11.25707530975342;1;0.34914242385624766;-0.645301672518676
97;6;0.7710248322450787;414.52649148730484;66.81846310345439;1.189625024795532;4.978062629699707;-10.83345317840576;1;0.4504519699806929;-0.6281942451690496
98;6;0.7576963892508294;423.186175234356;267.39184177998766;1.181187510490417;4.999937534332275;-9.008267402648926;1;-0.10595454910725739;-0.403582268784836
99;6;0.9264265963713476;357.48944771522804;82.2912100614972;1.191500067710876;4.994937896728516;-9.897209167480469;1;0.9435190823828562;-1.398054667248623
100;6;0.9572692487570423;362.6424600589079;98.21308580229375;1.181187510490417;4.999937534332275;-8.957460403442383;1;0.27702322825061554;-1.2509865966037077
101;6;0.9460344657402595;359.8574462193616;60.2357196343465;1.198062539100647;4.994937896728516;-9.472185134887695;1;1.2295022858510298;-1.2686925507452644
102;6;0.951604882449886;360.5458606866858;76.12110936860677;1.189625024795532;4.999937534332275;-9.437496185302734;1;0.717322804577763;-1.2647645628130295
103;6;0.9464461461466948;353.59986231771256;73.72252708022953;1.192875027656555;4.999937534332275;-10.95608997344971;1;1.0734493551903384;-1.5532230891047076
104;6;0.9558488405714738;358.15564020084884;47.192071731944345;1.189625024795532;4.999937534332275;-9.574499130249023;1;0.7112195796824383;-1.3130253619377228
105;6;0.9469531590841742;357.1669524810424;104.04786764342826;1.181187510490417;4.986500263214111;-10.0324592590332;1;0.2466014668212614;-1.403385940402396
106;6;0.9640553474784028;356.50059117494726;72.52565882395548;1.189625024795532;4.999937534332275;-10.4501256942749;1;0.8397462815704811;-1.460994315339426
107;6;0.9182870656870423;359.6510301008198;113.99358566806839;1.189625024795532;4.999937534332275;-9.120041847229004;1;0.8750793561838952;-1.3146132314754237
108;6;0.9494438990124867;356.8650999367218;81.95573514556405;1.181187510490417;4.978062629699707;-10.14002990722656;1;0.21496459782383526;-1.3961620055509367
109;6;0.957479852065222;357.1934685646398;137.01772840174485;1.181062579154968;4.994937896728516;-9.911574363708496;1;0.4516247577083171;-1.4712829493151347
110;6;0.971964375783906;361.6733850671236;27.51068761267404;1.189625024795532;4.999937534332275;-9.215348243713379;1;0.6337274633886871;-1.1894163583722872
111;6;0.9695318900495836;357.55006484134054;29.40171519801303;1.181187510490417;4.994937896728516;-10.1431827545166;1;0.3019241911211706;-1.402150926929833
112;6;0.9453418540300301;359.2422513429138;38.579578688591724;1.189625024795532;4.994937896728516;-9.822575569152832;1;0.6091631962048317;-1.2843923089617204
113;6;1.1043594196077415;361.71003895907893;470.17498623041786;1.147375106811523;4.986500263214111;-10.27282810211182;2;-3.7629833796730416;-0.856080032787138
114;6;1.0832080493685237;356.87964482035386;320.0125369871991;1.147437572479248;4.978062629699707;-11.35658645629883;1;-3.16132955192602;-1.1801696064219047
115;6;1.178485775380402;364.54558529889334;995.708670650873;1.130562543869019;4.999937534332275;-10.34711074829102;2;-6.173185852919837;-0.5607155251438231
116;6;0.7606973406136307;409.2654327214901;130.2745072683973;1.189625024795532;4.978062629699707;-11.47466850280762;1;0.41505157833202116;-0.761532565021006
117;6;0.7494051433273297;402.9875700890376;100.40188994324896;1.189625024795532;4.999937534332275;-11.94349098205566;1;0.4770876049117985;-0.9256064282499792
118;6;0.7591345163781641;404.8813914270669;75.99466987171112;1.189625024795532;4.994937896728516;-11.78196048736572;1;0.46946776346573726;-0.8598703794483996
119;6;0.7675089611058772;401.8451504437336;176.09095730328883;1.189625024795532;4.999937534332275;-12.70944499969482;1;0.3931337382148347;-1.0076352693314443
120;6;0.7628261506668886;406.3827007089224;110.13436188700908;1.181187510490417;4.978062629699707;-11.47361660003662;1;-0.0661470778293321;-0.8136871613624017
121;6;0.7699959514836471;402.1484746971105;74.14809477387503;1.198062539100647;4.999937534332275;-12.53950595855713;1;0.8119837221679931;-0.9067539884937633
122;6;0.7555162414717381;397.52314260794446;153.71125998747505;1.189625024795532;4.999937534332275;-13.66846466064453;1;0.4950115289489059;-1.212188664745608
123;6;0.7571559236731917;401.8983416963966;138.5776007007905;1.181187510490417;4.986500263214111;-12.23291397094727;1;-0.037666737267260005;-0.9761655713326038
124;6;0.7504773027001141;403.4336405809363;164.69879484029047;1.181187510490417;4.978062629699707;-12.22905921936035;1;0.033218436656829595;-0.9899046909312486
125;6;0.7432864439730361;396.69335620043233;88.31680572710282;1.198062539100647;4.978062629699707;-13.9361629486084;1;1.0049361834470893;-1.1918431095418034
126;6;0.7475994753617387;405.07892796878417;139.43466476302837;1.189625024795532;4.999937534332275;-11.94979763031006;1;0.49969714991024916;-0.916609906092699
127;6;0.7614429014862735;406.1322641660463;81.4641826380064;1.189625024795532;4.986500263214111;-11.95190048217773;1;0.3414188751651158;-0.8173907423330579
128;6;0.76213131779117;403.1510741811711;161.0001321926992;1.189625024795532;4.994937896728516;-12.55001735687256;1;0.400716241086202;-0.9734276453222976
129;6;0.7653776317719426;403.6868667834027;140.3643453566773;1.189625024795532;4.999937534332275;-12.48169136047363;1;0.42290967603122215;-0.9541871686352347
130;6;0.761785889572531;406.7365327313406;140.69712316335023;1.181187510490417;4.986500263214111;-11.85974788665771;1;-0.04347023061649104;-0.8818661349713677
131;6;0.748945075461614;400.0982025579324;158.8430466663899;1.181187510490417;4.999937534332275;-12.88288879394531;1;0.04736821559415813;-1.1241824610384945
132;6;0.7383205079589694;400.91531421784816;70.1097050030511;1.198062539100647;4.994937896728516;-12.6008243560791;1;1.156272825547306;-1.0508253355428199
133;6;0.7499916909599766;402.19262368812826;175.69648698949973;1.189625024795532;4.986500263214111;-12.20242977142334;1;0.604708235861363;-1.0356234745331219
134;6;0.7420600207182732;396.8200366888315;219.49229325827145;1.189625024795532;4.999937534332275;-13.25920867919922;1;0.5846137399565484;-1.2321453517173369
135;6;0.7481088649955169;403.5482411643824;29.679864366200718;1.189625024795532;4.999937534332275;-12.31840896606445;1;0.6158749043881944;-0.985098942557198
136;6;0.9421926499613513;339.8650013196891;147.61078851072372;1.189625024795532;4.999937534332275;-12.91687679290771;1;0.8038143750003729;-1.956478929202402
137;6;0.9466272336751436;338.8231761798199;112.39491939699333;1.198062539100647;4.999937534332275;-13.2048978805542;1;1.278990874734959;-1.9657798016418184
138;6;0.9689014397300751;341.13777392341626;37.29196513090139;1.189625024795532;4.994937896728516;-12.66389465332031;1;0.8818410007973508;-1.8806062681000018
139;6;1.7332064978323167;212.46140351788154;33.015456780356345;1.172749996185303;4.999937534332275;-12.2560396194458;1;-0.8844274344530277;-3.1486526631890324
140;6;2.264341917803258;167.4006483068525;82.68215148561231;1.189625024795532;4.999937534332275;-11.50024700164795;1;-0.08736849435660236;-3.785825039372645
141;6;2.328983790149793;168.10705569993388;170.760705859078;1.164312601089478;4.978062629699707;-12.23186302185059;1;-2.1106385058608668;-3.7504118198494183
142;6;2.3015482994160936;170.3126708730295;67.79550287163832;1.181187510490417;4.994937896728516;-11.17683601379395;1;-0.6418531640194827;-3.7151924558291953
